3043,50,43
3042,50,42
3041,50,41
3036,50,36
3035,50,35
3034,50,34
3033,50,33
3032,50,32
3031,50,31
3030,50,30
3028,50,28
2984,49,44
2983,49,43
2982,49,42
2981,49,41
2980,49,40
2979,49,39
2967,49,27
2965,49,25
2963,49,23
2961,49,21
2960,49,20
2924,48,44
2923,48,43
2922,48,42
2921,48,41
2898,48,18
2896,48,16
2894,48,14
2893,48,13
2892,48,12
2861,47,41
2187,36,27
2186,36,26
2129,35,29
2128,35,28
2127,35,27
2069,34,29
2011,33,31
2010,33,30
1952,32,32
1893,31,33
1835,30,35
1776,29,36
1760,29,20
1759,29,19
1758,29,18
1757,29,17
1716,28,36
1702,28,22
1701,28,21
1696,28,16
1695,28,15
1694,28,14
1693,28,13
1657,27,37
1645,27,25
1644,27,24
1633,27,13
1632,27,12
1598,26,38
1586,26,26
1572,26,12
1538,25,38
1527,25,27
1526,25,26
1512,25,12
1478,24,38
1468,24,28
1452,24,12
1418,23,38
1417,23,37
1409,23,29
1408,23,28
1393,23,13
1392,23,12
1357,22,37
1349,22,29
1333,22,13
1296,21,36
1288,21,28
1276,21,16
1275,21,15
1274,21,14
1235,20,35
1234,20,34
1228,20,28
1221,20,21
1220,20,20
1219,20,19
1217,20,17
1173,19,33
1168,19,28
1167,19,27
1166,19,26
1164,19,24
1163,19,23
1112,18,32
1111,18,31
1110,18,30
1109,18,29
1106,18,26
1053,17,33
1052,17,32
1051,17,31
1050,17,30
1045,17,25
994,16,34
993,16,33
990,16,30
984,16,24
983,16,23
935,15,35
929,15,29
922,15,22
875,14,35
868,14,28
861,14,21
816,13,36
815,13,35
807,13,27
800,13,20
756,12,36
747,12,27
746,12,26
739,12,19
738,12,18
696,11,36
686,11,26
636,10,36
626,10,26
576,9,36
575,9,35
566,9,26
515,8,35
506,8,26
455,7,35
454,7,34
447,7,27
394,6,34
393,6,33
388,6,28
387,6,27
332,5,32
331,5,31
330,5,30
329,5,29
